LSOA	value
E01001907	0
E01001935	0
E01001939	0
E01032788	0
E01032789	0
E01032790	0
E01001915	0
E01001916	0
E01001926	0
E01001952	0
E01001925	0
E01001934	0
E01001937	0
E01001938	0
E01001969	0
E01001971	0
E01001974	0
E01001975	0
E01002036	0
E01002037	0
E01002039	0
E01002040	0
E01001962	0
E01001970	0
E01001972	0
E01001973	0
E01002090	0
E01002093	0
E01002096	0
E01002097	0
E01002091	0
E01002092	0
E01002094	0
E01002095	0
E01002098	0
E01002101	0
E01002102	0
E01002105	0
E01002099	0
E01002100	0
E01002103	0
E01002104	0
E01001963	0
E01001964	0
E01001966	0
E01002027	0
E01002028	0
E01002032	0
E01002033	0
E01001976	0
E01001977	0
E01001978	0
E01001979	0
E01002074	0
E01002077	1
E01002079	0
E01002081	0
E01002082	0
E01002086	0
E01002088	0
E01002089	0
E01001967	0
E01001968	0
E01001996	0
E01001997	0
E01002075	0
E01002076	0
E01002078	0
E01002080	1
E01002026	2
E01002029	1
E01002030	0
E01002031	1
E01001991	0
E01001992	0
E01001993	0
E01001995	0
E01001980	0
E01001981	0
E01001982	0
E01001983	0
E01002083	0
E01002084	0
E01002085	0
E01002087	0
E01002014	0
E01002015	0
E01002018	0
E01033085	0
E01033086	0
E01002020	0
E01002022	1
E01002023	0
E01002025	0
E01002013	0
E01002019	0
E01002021	0
E01002024	0
E01001998	0
E01001999	0
E01002003	0
E01002004	0
E01002067	0
E01002069	1
E01002070	0
E01002073	0
E01002066	0
E01002068	1
E01002071	0
E01002072	0
E01002043	0
E01002045	0
E01002046	0
E01002049	0
E01002042	0
E01002044	0
E01002047	0
E01002048	0
E01002016	0
E01002017	0
E01002059	0
E01002060	0
E01002050	0
E01002051	0
E01002052	0
E01002055	0
E01001994	0
E01002008	0
E01002010	0
E01002011	0
E01002000	0
E01002001	0
E01002002	0
E01002058	0
E01002053	0
E01002054	0
E01002056	0
E01002057	0
E01001984	0
E01001985	0
E01001987	0
E01001989	0
E01001986	0
E01001988	0
E01001990	0
E01002062	0
E01002005	0
E01002006	0
E01002007	0
E01002009	0
E01002061	0
E01002063	0
E01002064	0
E01002065	0
E01002034	1
E01002038	0
E01002041	0
E01032575	0
E01002112	0
E01002114	0
E01002225	0
E01002226	0
E01002113	0
E01002115	0
E01002116	0
E01002117	0
E01002118	0
E01002227	0
E01002228	0
E01002229	0
E01002230	0
E01002144	0
E01002147	0
E01002149	0
E01002140	0
E01002141	0
E01002142	0
E01002143	0
E01002145	0
E01002139	0
E01002148	0
E01002150	0
E01002151	0
E01002152	0
E01002119	0
E01002120	0
E01002121	0
E01002122	0
E01002123	0
E01002106	0
E01002108	0
E01002109	0
E01002110	0
E01002111	0
E01002185	0
E01002186	0
E01002187	0
E01002190	0
E01002124	0
E01002125	0
E01002198	0
E01002200	0
E01002203	0
E01002232	0
E01002233	0
E01002234	0
E01002235	0
E01002236	0
E01002107	0
E01002197	0
E01002199	0
E01002201	0
E01002202	0
E01002179	0
E01002180	0
E01002183	0
E01002184	0
E01002231	0
E01002154	0
E01002156	0
E01002162	0
E01002163	0
E01002188	0
E01002189	0
E01002192	0
E01002193	0
E01002165	0
E01002166	0
E01002167	0
E01002168	0
E01002169	0
E01002153	0
E01002155	0
E01002157	0
E01002158	0
E01002128	0
E01002130	1
E01002181	0
E01002182	0
E01002159	0
E01002160	0
E01002161	0
E01002164	0
E01002191	0
E01002194	0
E01002195	0
E01002196	0
E01002126	0
E01002127	0
E01002129	2
E01002131	0
E01002237	0
E01002238	0
E01002240	0
E01002242	0
E01002208	0
E01002209	0
E01002239	0
E01002241	0
E01002133	0
E01002136	0
E01002138	0
E01002213	0
E01002211	0
E01002212	0
E01002216	0
E01002217	0
E01002132	0
E01002134	0
E01002135	0
E01002137	0
E01002218	0
E01002219	1
E01002221	0
E01002222	0
E01002214	0
E01002215	0
E01002220	0
E01002223	0
E01002224	0
E01002204	0
E01002206	0
E01002207	0
E01002210	0
E01032576	0
E01002170	0
E01002171	0
E01002172	0
E01002173	0
E01002174	0
E01002175	0
E01002176	0
E01002177	0
E01002178	0
E01002276	0
E01002278	0
E01002312	0
E01002313	0
E01002277	0
E01002279	0
E01002281	0
E01002283	0
E01002299	0
E01002301	0
E01002303	0
E01002304	0
E01002306	0
E01002307	0
E01002280	0
E01002282	0
E01002284	0
E01002297	0
E01002314	0
E01002316	0
E01002302	0
E01002305	0
E01002308	0
E01002326	0
E01002331	0
E01002309	0
E01002310	0
E01002311	0
E01002315	0
E01002293	0
E01002294	0
E01002296	0
E01002298	0
E01002300	0
E01002333	0
E01002334	0
E01002336	0
E01002339	0
E01002341	0
E01002327	0
E01002328	0
E01002332	0
E01002335	0
E01002338	0
E01002340	0
E01002268	0
E01002269	0
E01002295	0
E01002377	0
E01002378	0
E01002383	0
E01002244	0
E01002245	0
E01002325	0
E01002329	0
E01002330	0
E01002337	0
E01002354	0
E01002376	0
E01002379	0
E01002380	0
E01002381	0
E01002243	0
E01002353	1
E01002356	2
E01032741	2
E01032742	0
E01002272	0
E01002274	0
E01002317	0
E01002318	0
E01002355	0
E01002382	0
E01002270	0
E01002271	0
E01002273	0
E01002275	0
E01002319	0
E01002350	0
E01002351	0
E01002352	0
E01002358	0
E01002246	0
E01002247	0
E01002248	0
E01002249	0
E01002250	0
E01002251	0
E01002252	0
E01002256	0
E01002258	0
E01002259	0
E01002391	0
E01002253	0
E01002254	0
E01002257	0
E01002384	0
E01002360	0
E01002361	0
E01002363	0
E01002367	0
E01002320	0
E01002321	0
E01002322	0
E01002323	0
E01002324	0
E01002255	0
E01002289	0
E01002292	0
E01002362	0
E01002386	0
E01002287	0
E01002291	0
E01002364	0
E01002365	0
E01002366	0
E01002385	0
E01002387	0
E01002388	0
E01002389	0
E01002390	0
E01002265	0
E01002285	0
E01002288	0
E01002290	0
E01002260	0
E01002261	0
E01002262	0
E01002263	0
E01002264	0
E01002266	0
E01002267	0
E01002372	0
E01002373	0
E01002374	0
E01002368	0
E01002369	0
E01002370	0
E01002371	0
E01002375	0
E01002343	0
E01002344	0
E01002348	0
E01002349	0
E01002342	0
E01002345	1
E01002346	0
E01002347	0
E01023575	0
E01002473	0
E01002475	0
E01002476	0
E01002477	0
E01002482	0
E01002472	0
E01002474	0
E01002478	0
E01002483	0
E01002484	0
E01002485	0
E01002438	0
E01002439	0
E01002440	0
E01002441	0
E01002442	0
E01002433	0
E01002436	0
E01002479	0
E01002480	0
E01002481	0
E01002533	0
E01002534	0
E01002538	0
E01002539	0
E01002418	0
E01002419	0
E01002431	0
E01002432	0
E01002437	0
E01002430	0
E01002434	0
E01002435	0
E01002470	0
E01002535	0
E01002416	0
E01002417	0
E01002420	0
E01002421	0
E01002471	0
E01002465	0
E01002467	0
E01002494	0
E01002536	0
E01002537	0
E01002415	0
E01002466	0
E01002468	0
E01002469	0
E01002495	0
E01002458	0
E01002459	0
E01002460	0
E01002462	0
E01002464	0
E01002461	0
E01002463	0
E01002512	0
E01002513	0
E01002516	0
E01002450	0
E01002451	0
E01002452	0
E01002453	0
E01002454	0
E01002414	0
E01002514	1
E01002515	1
E01033725	0
E01002520	0
E01002521	1
E01002523	0
E01033724	0
E01002410	0
E01002412	0
E01002456	0
E01002509	0
E01002511	0
E01002422	0
E01002423	0
E01002424	0
E01002425	0
E01002427	0
E01002428	0
E01002408	0
E01002409	0
E01002429	0
E01002455	0
E01002457	0
E01002392	0
E01002393	0
E01002540	0
E01002542	0
E01002543	0
E01002394	0
E01002395	0
E01002397	0
E01002398	0
E01002399	0
E01002426	0
E01002411	0
E01002413	0
E01002518	0
E01002519	0
E01002550	0
E01002554	1
E01002541	0
E01002544	0
E01002545	0
E01002546	0
E01002547	0
E01002400	0
E01002401	0
E01002402	0
E01002403	0
E01002404	0
E01002548	0
E01002549	0
E01002551	0
E01002552	0
E01002553	0
E01002396	0
E01002501	0
E01002502	0
E01002505	1
E01002508	0
E01002405	0
E01002406	0
E01002503	0
E01002504	0
E01002506	1
E01002507	1
E01002486	0
E01002487	0
E01002526	0
E01002528	0
E01002532	0
E01002445	0
E01002525	0
E01002529	0
E01002530	0
E01002531	0
E01002407	0
E01002488	0
E01002489	0
E01002490	0
E01002492	0
E01002444	2
E01002446	0
E01002447	1
E01002527	0
E01002443	0
E01002448	0
E01002449	0
E01002491	0
E01002493	0
E01002496	0
E01002497	0
E01002498	0
E01002499	0
E01032577	0
E01002569	0
E01002570	0
E01002573	0
E01002574	0
E01002575	0
E01002562	0
E01002564	0
E01002566	0
E01002568	0
E01033081	0
E01033082	0
E01002620	0
E01002625	0
E01002626	0
E01002627	0
E01002631	0
E01002633	0
E01002634	0
E01002637	0
E01002638	0
E01002563	0
E01002565	0
E01002567	0
E01002684	0
E01002686	0
E01002571	0
E01002572	0
E01002577	0
E01002578	0
E01002689	0
E01002690	0
E01002576	0
E01002579	0
E01002580	0
E01002581	0
E01002582	0
E01002675	0
E01002678	0
E01002679	0
E01002680	0
E01002619	0
E01002622	0
E01002632	0
E01002635	0
E01002636	0
E01002618	0
E01002621	0
E01002623	0
E01002628	0
E01002629	0
E01002630	0
E01002639	0
E01002640	1
E01002674	0
E01002676	0
E01002583	0
E01002584	0
E01002585	0
E01002586	0
E01002589	0
E01002668	0
E01002669	0
E01002681	0
E01002682	0
E01002683	0
E01002642	0
E01002643	0
E01002645	0
E01002658	0
E01002677	0
E01002587	0
E01002588	0
E01002660	0
E01002661	0
E01002665	0
E01002624	0
E01002646	0
E01002662	1
E01002663	0
E01002664	1
E01002641	1
E01002648	0
E01002649	0
E01002657	0
E01033083	2
E01033084	0
E01002653	0
E01002654	0
E01002655	0
E01002656	0
E01002659	0
E01002667	0
E01002670	0
E01002671	0
E01002672	0
E01002673	0
E01002647	0
E01002650	0
E01002651	0
E01002652	0
E01002666	0
E01002555	0
E01002556	0
E01002590	0
E01002592	0
E01002595	0
E01002557	0
E01002558	0
E01002559	0
E01002560	0
E01002561	0
E01002591	0
E01002593	0
E01002594	0
E01002611	0
E01002612	0
E01002613	0
E01002598	0
E01002599	0
E01002600	0
E01002603	0
E01033000	0
E01033030	0
E01002604	0
E01002605	0
E01002606	0
E01002607	0
E01002615	0
E01002596	0
E01002601	0
E01002602	0
E01002614	0
E01002616	0
E01002608	0
E01002609	0
E01002610	0
E01002617	0
E01002687	0
E01002691	0
E01002692	0
E01002693	0
E01032573	0
E01002755	0
E01002756	0
E01002758	0
E01002804	0
E01002807	0
E01002811	0
E01002753	0
E01002754	0
E01002757	0
E01002759	0
E01002760	0
E01002772	0
E01002735	0
E01002805	0
E01002806	0
E01002808	0
E01002809	0
E01002810	0
E01002768	0
E01002770	1
E01002771	0
E01002774	0
E01002732	0
E01002734	0
E01002736	0
E01002737	0
E01002751	0
E01002742	0
E01002747	0
E01002748	0
E01002749	0
E01033494	0
E01002730	0
E01002731	2
E01002733	0
E01002763	0
E01002769	0
E01002785	0
E01002788	0
E01002789	0
E01002738	0
E01002741	0
E01002743	0
E01002744	0
E01002752	0
E01002764	0
E01002783	0
E01002784	0
E01002786	0
E01002787	0
E01002762	0
E01002767	0
E01033486	0
E01033487	0
E01033488	0
E01033491	1
E01033492	0
E01002777	0
E01002778	0
E01002779	0
E01002781	0
E01002782	0
E01002739	0
E01002740	0
E01002745	0
E01002795	1
E01002796	0
E01002716	0
E01002718	0
E01002721	0
E01002775	0
E01002776	0
E01002780	0
E01002708	0
E01002712	0
E01002713	0
E01002765	0
E01002766	0
E01002717	0
E01002719	0
E01002720	0
E01002790	0
E01002791	0
E01002793	0
E01002698	0
E01002699	0
E01002700	0
E01002714	0
E01002792	0
E01002722	0
E01002797	0
E01002798	0
E01002799	0
E01002800	0
E01002694	0
E01002697	0
E01002709	0
E01002710	0
E01002715	0
E01002696	1
E01002794	2
E01002801	0
E01002802	0
E01002803	1
E01002695	0
E01002711	1
E01002727	0
E01002728	0
E01002729	0
E01002707	0
E01002723	0
E01002724	1
E01002725	0
E01002726	1
E01033489	0
E01033490	0
E01002701	0
E01002702	0
E01002703	0
E01002704	2
E01002706	0
E01002852	0
E01002853	0
E01002854	0
E01002855	0
E01002857	0
E01002904	0
E01002905	0
E01002906	0
E01002907	0
E01002876	0
E01002877	0
E01002878	0
E01002908	0
E01002909	0
E01002829	0
E01002830	0
E01002831	1
E01002832	0
E01002856	0
E01002870	0
E01002872	0
E01002879	0
E01002880	0
E01002881	0
E01002882	0
E01002883	0
E01002884	0
E01002885	0
E01002886	0
E01002833	1
E01002871	0
E01002873	0
E01002874	0
E01002875	0
E01002824	0
E01002825	0
E01002826	1
E01002827	1
E01002828	0
E01002864	0
E01002866	0
E01002867	0
E01002868	0
E01002869	0
E01002887	0
E01002889	1
E01002890	0
E01002891	0
E01002892	0
E01002813	0
E01002815	0
E01002816	0
E01002817	0
E01002865	0
E01002818	1
E01002819	2
E01002859	1
E01002860	0
E01002863	0
E01002812	0
E01002834	0
E01002839	0
E01002850	0
E01002888	0
E01002821	1
E01002823	0
E01002858	0
E01002861	0
E01002862	0
E01002814	0
E01002847	0
E01002848	0
E01002851	0
E01002820	0
E01002822	0
E01002835	1
E01002836	0
E01002837	0
E01002846	0
E01002849	0
E01002893	0
E01002894	0
E01002898	0
E01002899	0
E01002900	0
E01002901	0
E01002902	0
E01002903	0
E01002844	0
E01002845	0
E01002910	0
E01002911	0
E01002914	1
E01002838	0
E01002895	0
E01002896	0
E01002897	0
E01002912	0
E01002840	0
E01002841	0
E01002842	0
E01002843	0
E01002913	0
E01003006	0
E01003007	0
E01003008	0
E01003009	0
E01003010	0
E01002952	0
E01002953	0
E01002955	0
E01002956	0
E01002959	0
E01002935	0
E01002938	0
E01002951	0
E01002954	0
E01002957	0
E01002933	0
E01002934	0
E01002937	0
E01003011	0
E01033568	0
E01033569	0
E01002964	0
E01002969	0
E01002971	0
E01002972	0
E01002974	0
E01002932	0
E01002960	0
E01002962	0
E01002970	0
E01002973	0
E01002929	0
E01002930	1
E01002931	0
E01002963	0
E01002985	0
E01002927	0
E01002928	0
E01002958	0
E01002961	0
E01002986	0
E01002965	0
E01002967	0
E01002968	2
E01002990	0
E01002991	0
E01002922	0
E01002926	0
E01002966	0
E01002992	0
E01002921	0
E01002987	0
E01002988	0
E01002989	0
E01002975	0
E01002977	0
E01002980	0
E01002981	0
E01002984	0
E01002923	0
E01002925	0
E01002993	0
E01002995	0
E01002999	0
E01002915	0
E01002916	0
E01002920	0
E01002924	0
E01002976	0
E01002978	0
E01002979	0
E01002982	0
E01002983	0
E01002994	0
E01002996	0
E01002997	0
E01002998	0
E01003002	0
E01002918	0
E01002919	0
E01003000	0
E01003001	0
E01003003	0
E01002939	0
E01002941	0
E01002942	0
E01003004	0
E01003005	0
E01002944	0
E01002945	0
E01002946	0
E01002947	0
E01002940	0
E01002943	0
E01002948	0
E01002949	0
E01002950	0
E01011232	0
E01011070	0
E01003015	0
E01003108	0
E01003110	0
E01003111	0
E01003112	0
E01003101	0
E01003105	0
E01003106	0
E01003107	0
E01003109	1
E01003102	1
E01003104	0
E01003122	0
E01003129	0
E01033207	0
E01033208	0
E01003098	0
E01003099	0
E01003100	0
E01003180	0
E01003183	0
E01003097	0
E01003121	0
E01003123	0
E01003124	0
E01003125	0
E01003181	0
E01003184	0
E01003185	0
E01003186	0
E01003187	0
E01003089	0
E01003091	0
E01003092	0
E01003126	0
E01003128	0
E01003046	0
E01003048	0
E01003075	0
E01003182	0
E01003188	0
E01003088	0
E01003093	0
E01003094	0
E01003096	0
E01003127	0
E01003045	0
E01003047	2
E01003049	0
E01003059	0
E01003060	0
E01003061	1
E01003034	0
E01003035	1
E01003036	0
E01003090	0
E01003095	0
E01003037	0
E01003038	0
E01003039	1
E01003040	0
E01003042	0
E01003072	0
E01003073	0
E01003076	1
E01003077	0
E01003078	0
E01003019	0
E01003053	0
E01003054	0
E01003056	0
E01003058	0
E01003020	0
E01003050	0
E01003052	0
E01003055	1
E01003176	0
E01003029	0
E01003032	0
E01003041	1
E01003057	0
E01003043	0
E01003044	0
E01003051	0
E01003071	0
E01003074	0
E01003026	0
E01003027	0
E01003028	0
E01003030	0
E01003033	0
E01003018	0
E01003171	0
E01003173	0
E01003177	0
E01003178	0
E01003021	0
E01003022	0
E01003023	0
E01003024	0
E01003025	0
E01003136	0
E01003137	0
E01003159	0
E01003160	0
E01003162	0
E01003031	0
E01003156	0
E01003157	0
E01003158	0
E01003161	0
E01003163	0
E01003132	0
E01003172	0
E01003174	0
E01003175	0
E01003164	0
E01003165	0
E01003168	0
E01003169	0
E01003170	0
E01003130	0
E01003131	0
E01003135	0
E01003138	0
E01003151	0
E01003079	0
E01003080	0
E01003133	0
E01003134	0
E01003152	0
E01003064	0
E01003066	0
E01003081	0
E01003166	0
E01003167	0
E01003116	0
E01003117	0
E01003118	1
E01003153	0
E01003155	0
E01003083	0
E01003084	0
E01003085	0
E01003149	0
E01003154	0
E01003065	0
E01003068	0
E01003082	0
E01003086	0
E01003087	0
E01003113	0
E01003114	0
E01003119	1
E01003120	0
E01003148	0
E01003150	0
E01003062	0
E01003063	0
E01003067	0
E01003069	0
E01003070	0
E01003115	0
E01003141	0
E01003144	0
E01003145	0
E01003147	0
E01003139	0
E01003140	0
E01003142	0
E01003143	0
E01003146	0
E01003013	2
E01003014	0
E01003016	1
E01003017	1
E01032582	1
E01011576	0
E01032945	0
E01011326	0
E01011681	0
E01011523	0
E01033008	0
E01033010	0
E01003244	0
E01003245	0
E01003247	0
E01003249	0
E01003250	0
E01003246	0
E01003248	0
E01003251	0
E01003252	0
E01003253	0
E01003297	0
E01003299	0
E01003301	0
E01003302	0
E01003305	0
E01003207	0
E01003209	0
E01003210	0
E01003212	0
E01003215	1
E01003338	0
E01003339	0
E01003340	0
E01003341	0
E01003343	0
E01003199	0
E01003201	0
E01003204	0
E01003205	0
E01003206	0
E01003211	0
E01003213	0
E01003214	0
E01033324	0
E01033325	0
E01003198	0
E01003200	0
E01003202	0
E01003203	0
E01003336	0
E01003337	0
E01003342	0
E01003344	0
E01003345	0
E01003273	0
E01003277	0
E01003278	0
E01003279	0
E01003288	0
E01003290	0
E01003291	0
E01003296	2
E01033327	1
E01033341	0
E01003282	0
E01003283	0
E01003284	0
E01003286	0
E01003272	0
E01003274	0
E01003275	0
E01003276	0
E01003225	0
E01003231	0
E01003232	0
E01003233	0
E01003280	0
E01003281	0
E01003285	0
E01003287	0
E01003292	0
E01003293	0
E01003295	0
E01033320	0
E01033322	0
E01003319	0
E01003320	0
E01003323	0
E01003325	0
E01003226	0
E01003227	0
E01003228	0
E01003229	0
E01003230	0
E01003317	0
E01003318	1
E01003321	0
E01003322	0
E01003324	0
E01003254	0
E01003255	0
E01003260	0
E01003261	0
E01003262	0
E01003217	0
E01003218	0
E01003220	0
E01003222	0
E01003224	0
E01003263	0
E01003268	0
E01003269	0
E01003270	0
E01003271	0
E01003307	0
E01003308	0
E01003314	0
E01003315	0
E01003316	0
E01003216	0
E01003219	0
E01003221	0
E01003223	0
E01003346	0
E01003349	0
E01003351	0
E01003354	0
E01003309	0
E01003310	0
E01003311	0
E01003312	0
E01003313	0
E01003256	0
E01003257	0
E01003258	0
E01003259	0
E01003193	0
E01003194	0
E01003195	0
E01003196	0
E01003197	0
E01003347	0
E01003348	0
E01003350	0
E01003352	0
E01003353	0
E01003264	0
E01003265	0
E01003266	0
E01003267	0
E01003329	0
E01003330	0
E01003331	0
E01003332	0
E01003334	0
E01003189	0
E01003190	0
E01003191	0
E01003192	0
E01003326	0
E01003327	0
E01003328	0
E01003333	0
E01003335	0
E01003236	0
E01003237	0
E01003238	0
E01003239	0
E01032564	0
E01003235	0
E01003240	0
E01003241	0
E01003243	0
E01032565	0
E01003298	0
E01003300	0
E01003303	0
E01003304	1
E01032579	0
E01015804	0
E01005164	0
E01005235	0
E01003472	0
E01003473	0
E01003474	0
E01003475	0
E01003478	0
E01003460	0
E01003462	0
E01003464	0
E01003465	0
E01003400	0
E01003454	0
E01003456	1
E01003476	0
E01003477	0
E01003401	0
E01003402	0
E01003403	0
E01003404	0
E01003461	0
E01003367	1
E01003369	0
E01003370	0
E01003371	0
E01003455	0
E01003359	0
E01003360	0
E01003457	0
E01003458	0
E01003459	0
E01003394	0
E01003395	0
E01003396	0
E01003397	0
E01003398	0
E01003368	0
E01003372	0
E01003393	0
E01003406	0
E01003407	0
E01003355	0
E01003356	0
E01003358	0
E01003383	0
E01003384	0
E01003442	0
E01003443	0
E01003444	0
E01003445	0
E01003463	0
E01003380	0
E01003382	0
E01003385	0
E01003399	0
E01003423	0
E01003357	0
E01003376	0
E01003377	0
E01003408	0
E01003410	0
E01003386	0
E01003388	0
E01003389	0
E01003392	0
E01003409	0
E01003387	0
E01003391	0
E01003411	0
E01003412	0
E01003435	0
E01003361	0
E01003424	0
E01003425	0
E01003426	0
E01003428	0
E01003366	0
E01003381	0
E01003446	0
E01003447	0
E01003471	0
E01003413	0
E01003414	0
E01003415	0
E01003416	0
E01003434	0
E01003373	0
E01003378	0
E01003379	0
E01003390	0
E01003405	0
E01003429	0
E01003430	0
E01003431	0
E01003432	0
E01003433	0
E01003466	0
E01003467	0
E01003468	0
E01003469	0
E01003470	0
E01003362	0
E01003363	0
E01003364	0
E01003365	0
E01003421	0
E01003374	0
E01003375	0
E01003437	0
E01003440	0
E01003441	0
E01003427	0
E01003436	0
E01003439	0
E01003448	0
E01003453	0
E01003438	0
E01003449	0
E01003450	0
E01003451	0
E01003452	0
E01003417	0
E01003418	0
E01003419	0
E01003420	0
E01003422	0
E01020046	0
E01033548	0
E01003543	0
E01003544	0
E01003546	0
E01003550	0
E01003576	0
E01003581	0
E01003582	0
E01003583	0
E01003578	1
E01003584	0
E01003586	0
E01003590	0
E01003579	0
E01003585	0
E01003587	0
E01003591	0
E01003528	0
E01003575	0
E01003577	0
E01003580	0
E01003545	0
E01003548	0
E01003549	0
E01003557	0
E01003547	0
E01003555	0
E01003561	0
E01003567	0
E01003556	0
E01003558	0
E01003570	0
E01003571	0
E01003572	0
E01003551	0
E01003553	0
E01003554	0
E01003559	0
E01003529	0
E01003530	0
E01003531	0
E01003532	0
E01003534	0
E01003533	0
E01003560	0
E01003563	0
E01003588	0
E01003589	0
E01003616	0
E01003617	2
E01003618	1
E01003619	1
E01003615	0
E01033578	0
E01033579	0
E01033583	2
E01033586	0
E01003562	0
E01003564	0
E01003565	0
E01003566	0
E01003625	0
E01003626	0
E01003627	0
E01003628	0
E01003629	0
E01003552	0
E01003596	0
E01003597	0
E01003635	0
E01003568	0
E01003569	0
E01003573	0
E01003574	0
E01003520	0
E01003521	2
E01003522	0
E01003525	0
E01003526	0
E01003488	0
E01003489	0
E01003490	0
E01003524	0
E01003631	0
E01003632	0
E01003633	0
E01003634	0
E01003636	0
E01003598	0
E01003600	0
E01003630	0
E01003637	0
E01003491	0
E01003592	0
E01003599	0
E01003606	0
E01003535	0
E01003536	0
E01003621	0
E01003622	0
E01003623	0
E01003523	0
E01003527	0
E01003537	0
E01003542	0
E01003624	0
E01003492	0
E01003493	0
E01003494	0
E01003495	0
E01003594	0
E01003595	0
E01003602	0
E01003607	0
E01003496	0
E01003498	0
E01003500	0
E01003593	0
E01003601	1
E01003603	0
E01003605	0
E01003608	0
E01003538	0
E01003539	0
E01003540	0
E01003541	0
E01003499	0
E01003501	0
E01003502	0
E01003503	0
E01003507	0
E01003508	0
E01003509	0
E01003604	0
E01003483	0
E01003484	0
E01003516	0
E01003518	0
E01003519	0
E01003480	0
E01003482	2
E01003486	0
E01003487	0
E01003497	0
E01003506	0
E01033574	0
E01033575	0
E01033576	0
E01033584	0
E01033585	0
E01003479	0
E01003481	0
E01003485	0
E01003513	0
E01003511	0
E01003512	0
E01003514	0
E01003515	0
E01003517	1
E01003609	0
E01003611	0
E01033577	0
E01033580	0
E01033581	0
E01033582	0
E01008462	0
E01015690	0
E01003744	0
E01003745	0
E01003746	0
E01003747	0
E01003748	0
E01003749	0
E01003750	0
E01003720	0
E01003722	0
E01003723	0
E01003726	0
E01003721	0
E01003724	0
E01003725	0
E01003727	0
E01003654	0
E01003655	0
E01003658	0
E01003660	0
E01003656	0
E01003657	0
E01003659	0
E01003698	0
E01003699	0
E01003700	0
E01003701	0
E01003702	0
E01003703	0
E01003704	0
E01003668	0
E01003669	0
E01003670	0
E01003671	0
E01003672	0
E01003673	0
E01003674	0
E01003707	0
E01003708	0
E01003709	0
E01003710	0
E01003759	0
E01003760	0
E01003761	0
E01003762	0
E01003763	0
E01003764	0
E01003765	0
E01003705	0
E01003706	0
E01003711	0
E01003712	0
E01003646	0
E01003648	0
E01003649	0
E01003651	0
E01003639	0
E01003640	0
E01003641	0
E01003642	0
E01003774	0
E01003775	0
E01003776	0
E01003777	0
E01003778	0
E01003779	0
E01003780	0
E01003647	0
E01003650	0
E01003652	0
E01003653	0
E01003638	0
E01003643	0
E01003644	0
E01003645	0
E01003789	0
E01003794	0
E01003795	0
E01003796	0
E01003661	0
E01003662	0
E01003663	0
E01003664	0
E01003665	0
E01003666	0
E01033590	0
E01033592	0
E01003751	0
E01003753	0
E01003754	0
E01003757	0
E01003769	0
E01003770	0
E01003771	0
E01003773	0
E01003752	0
E01003755	1
E01003756	0
E01003758	0
E01003766	0
E01003767	0
E01003768	0
E01003772	0
E01003781	0
E01003782	0
E01003786	0
E01003787	0
E01003790	0
E01003791	0
E01003792	0
E01003793	0
E01003783	1
E01003784	0
E01003785	0
E01003788	1
E01003683	0
E01003684	0
E01003685	0
E01003686	0
E01003688	0
E01003689	2
E01033589	2
E01033591	0
E01003737	0
E01003738	0
E01003739	0
E01003740	0
E01003741	0
E01003742	0
E01003743	0
E01003728	1
E01003729	0
E01003730	0
E01003732	0
E01003733	0
E01003731	0
E01003734	0
E01003735	0
E01003736	0
E01003713	0
E01003714	0
E01003715	0
E01003716	0
E01003718	0
E01003719	0
E01032581	0
E01003690	0
E01003691	0
E01003692	0
E01003693	0
E01003694	0
E01003695	0
E01003696	0
E01003697	0
E01003675	0
E01003676	0
E01003677	0
E01003678	0
E01003679	0
E01003680	0
E01003681	0
E01003682	0
E01030563	0
E01030565	0
E01030613	0
E01003797	0
E01003798	0
E01003799	0
E01003800	0
E01003801	0
E01003802	0
E01003803	0
E01003846	0
E01003847	0
E01003849	0
E01003851	0
E01003860	0
E01003864	0
E01003852	0
E01003853	0
E01003854	0
E01003855	0
E01003856	0
E01003857	0
E01003858	0
E01003848	0
E01003861	0
E01003862	0
E01003863	0
E01003865	0
E01033570	0
E01033571	0
E01003804	0
E01003807	0
E01003808	0
E01003809	0
E01003859	0
E01003873	0
E01003874	0
E01003875	0
E01003878	0
E01003866	0
E01003868	0
E01003871	0
E01003872	0
E01003821	0
E01003876	2
E01003877	0
E01003879	0
E01003892	0
E01003893	0
E01003894	0
E01003895	0
E01003905	0
E01003906	0
E01003907	0
E01003908	0
E01003909	0
E01003867	0
E01003869	0
E01003870	0
E01003910	0
E01003805	0
E01003806	0
E01003816	0
E01003817	0
E01003840	0
E01003841	0
E01003842	0
E01003843	0
E01003844	0
E01003845	0
E01003882	0
E01003883	0
E01003896	0
E01003897	0
E01003898	0
E01003899	0
E01003900	0
E01003901	0
E01003902	0
E01003903	0
E01003880	0
E01003881	0
E01003884	0
E01003885	0
E01003818	0
E01003819	0
E01003820	0
E01003811	0
E01003812	0
E01003890	0
E01003891	0
E01003810	0
E01003813	0
E01003814	0
E01003815	0
E01003828	0
E01003829	0
E01003830	0
E01003831	0
E01003832	0
E01003833	0
E01003886	0
E01003887	0
E01003888	0
E01003889	0
E01003834	0
E01003835	0
E01003836	0
E01003837	0
E01003838	0
E01003839	0
E01003822	0
E01003823	0
E01003824	0
E01003825	0
E01003826	0
E01003827	0
E01030671	0
E01007008	0
E01007944	0
E01017812	0
