E01000699,anti-social-behaviour
E01000699,anti-social-behaviour
E01000699,vehicle-crime
E01000699,vehicle-crime
E01000699,violent-crime
E01000700,burglary
E01000700,burglary
E01000700,vehicle-crime
E01000700,vehicle-crime
E01000700,violent-crime
E01000701,burglary
E01000701,robbery
E01000701,vehicle-crime
E01000701,vehicle-crime
E01000701,violent-crime
E01000701,violent-crime
E01000702,burglary
E01000702,vehicle-crime
E01000702,vehicle-crime
E01000702,violent-crime
E01000703,anti-social-behaviour
E01000703,public-order
E01000703,public-order
E01000703,vehicle-crime
E01000704,anti-social-behaviour
E01000704,anti-social-behaviour
E01000704,anti-social-behaviour
E01000704,anti-social-behaviour
E01000704,anti-social-behaviour
E01000704,anti-social-behaviour
E01000704,burglary
E01000704,burglary
E01000704,burglary
E01000704,drugs
E01000704,other-theft
E01000704,robbery
E01000704,vehicle-crime
E01000704,burglary
E01000704,vehicle-crime
E01000705,anti-social-behaviour
E01000705,anti-social-behaviour
E01000705,anti-social-behaviour
E01000705,burglary
E01000705,vehicle-crime
E01000705,violent-crime
E01000705,violent-crime
E01000706,anti-social-behaviour
E01000706,anti-social-behaviour
E01000706,burglary
E01000706,burglary
E01000706,burglary
E01000706,criminal-damage-arson
E01000706,criminal-damage-arson
E01000706,drugs
E01000706,violent-crime
E01000706,violent-crime
E01000707,anti-social-behaviour
E01000707,anti-social-behaviour
E01000707,vehicle-crime
E01000708,anti-social-behaviour
E01000708,burglary
E01000708,burglary
E01000708,criminal-damage-arson
E01000740,burglary
E01000740,criminal-damage-arson
E01000740,criminal-damage-arson
E01000740,criminal-damage-arson
E01000740,criminal-damage-arson
E01000740,criminal-damage-arson
E01000740,violent-crime
E01000740,violent-crime
E01000740,violent-crime
E01000740,anti-social-behaviour
E01000740,burglary
E01000740,criminal-damage-arson
E01000740,vehicle-crime
E01000740,violent-crime
E01000740,violent-crime
E01000740,violent-crime
E01000740,anti-social-behaviour
E01000740,anti-social-behaviour
E01000740,anti-social-behaviour
E01000740,anti-social-behaviour
E01000740,burglary
E01000740,burglary
E01000740,burglary
E01000740,criminal-damage-arson
E01000740,criminal-damage-arson
E01000740,drugs
E01000740,drugs
E01000740,vehicle-crime
E01000740,violent-crime
E01000740,violent-crime
E01000741,burglary
E01000741,burglary
E01000741,burglary
E01000741,burglary
E01000741,possession-of-weapons
